Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"Vedremo come andrà a finire "" .",italiano italiano italiano anche anche anche infatti infatti infatti anche anche inoltre inoltre inoltre infatti infatti inoltre inoltre esempio esempio,43.8492,0.0,0.0,0.0957,0.2694
"Vediamo come andrà a finire "" .",italiano italiano italiano anche anche anche infatti infatti infatti anche anche inoltre inoltre inoltre anche anche questo questo anche anche,45.0397,0.0,0.0,0.3156,0.3686
"Dopo l' articolo 13 , inserire il seguente : Art",più più sono sono sono film film film sono sono possono sono sono infatti sono sono anche film film questo,17.7216,0.0,0.0,-0.0322,0.2378
"Dopo l' articolo 20 , inserire il seguente : Art",possono anche anche anche film film film sono film film questo film film video film film di film film libro,17.7216,0.0,0.0,-0.4067,-0.2553
"Ha svolto anche un servizio significativo in qualità di ricercatore e , recentemente , di professore associato",italiano italiano italiano anche anche anche sono sono sono infatti infatti infatti anche anche infatti infatti vivere vivere vivere vivono,17.9636,0.0342,0.0,-0.3577,-0.0742
Questa è la situazione al momento .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere vivere vivere leggere leggere vivere vivere vivo vivo,12.6587,0.0,0.0,0.0258,0.074
E questo è un bene »,anche anche anche inoltre inoltre inoltre anche anche possono anche anche film film film anche anche infatti film film sono,7.9167,0.0,0.0,0.103,0.1679
""" Questa è una bella domanda """,sono sono sono anche anche anche sono sono possono sono sono spesso anche anche spesso sono sono film film film,31.6667,0.0,0.0,-0.3331,-0.3089
"Sussistono , tuttavia , giusti motivi per compensare fra le parti le spese di giudizio",anche anche anche infatti anche anche sono anche anche spesso anche anche film film film anche anche schermo schermo schermo,18.8034,0.0,0.0,-0.1724,-0.3205
""" Quali sono i suoi limiti",anche anche anche infatti infatti infatti anche anche film film film sono film film caso film film genere genere genere,30.6944,0.0602,0.0,-0.1562,-0.1217
"Il risultato , comunque , è sotto gli occhi di tutti .",anche anche anche infatti infatti infatti anche anche schermo schermo schermo film film film schermo schermo cinematografico film film cinematografico,22.1633,0.0,0.0,-0.2792,-0.1944
Già questo è un primo motivo .,anche anche anche leggere leggere leggere scrivere leggere leggere sole sole sole leggere leggere possono leggere leggere vivere leggere leggere,43.8492,0.0,0.0,-0.0998,-0.1544
Anche qui il valore di default è 1,anche anche anche infatti anche anche sono anche anche esempio esempio esempio anche anche inoltre anche anche grazie anche anche,15.119,0.0,0.0,-0.1752,-0.1818
"L' appello deve , pertanto , essere respinto .",anche anche anche infatti anche anche leggere leggere leggere vivere vivere vivere leggere leggere scrivere leggere leggere anche leggere vivere,31.622,0.0,0.0,-0.4002,-0.168
"Almeno questa è la mia esperienza """,anche anche anche infatti anche anche possono anche anche film film film anche anche sono film film sono film anche,28.6905,0.0,0.0,-0.1868,-0.2611
"Sostituire il comma 6 , con il seguente : 6 .",italiano italiano italiano anche anche anche figura figura figura figure figure figure figura figura foto foto foto sono sono sono,45.0926,0.0,0.0,0.2015,-0.0909
"Sostituire il comma 5 , con il seguente : 5",italiano italiano italiano anche anche anche figura figura figura figure figure figure figura figura foto foto foto sono sono sono,44.5023,0.0,0.0,0.3736,-0.0526
"Sostituire il comma 6 , con il seguente : 6",italiano italiano italiano anche anche anche figura figura figura figure figure figure figura figura foto foto foto sono sono sono,44.5023,0.0,0.0,0.352,-0.0634
"Sostituire il comma 1 , con il seguente : 1 .",italiano italiano italiano questo questo questo nome nome nome questo questo parole parole parole parola parola parola parole parole sono,45.0926,0.0,0.0,-0.1824,-0.0769
"Sostituire il comma 7 , con il seguente : 7 .",italiano italiano italiano anche anche anche figura figura figura figure figura figura vita figura figura con figura figura foto figura,44.6875,0.0,0.0,-0.0797,-0.1441
"Sostituire il comma 2 , con il seguente : 2",italiano italiano italiano anche anche anche che anche anche sono sono anche anche italiano italiano sono sono sono film film,33.1597,0.0,0.0,-0.0173,0.105
"Sostituire il comma 4 , con il seguente : 4 .",italiano italiano italiano anche anche anche questo questo questo anche anche italiano italiano questo questo nome nome nome questo questo,45.0926,0.0,0.0,-0.0336,0.118
"Sostituire il comma 4 , con il seguente : 4",italiano italiano italiano uomo uomo uomo italiano italiano anche uomo uomo solo uomo uomo stesso uomo uomo con uomo uomo,43.9815,0.0,0.0,0.4661,0.3515
"Sostituire il comma 3 , con il seguente : 3 .",italiano italiano italiano uomo uomo uomo stesso uomo uomo italiano italiano solo solo solo film film film questo film film,45.0926,0.0,0.0,0.6233,0.2609
"Sostituire il comma 8 , con il seguente : 8 .",anche anche anche italiano italiano italiano anche anche sono sono sono anche anche infatti anche anche film film film sono,45.0926,0.0,0.0,-0.0138,0.149
"Sostituire il comma 1 , con il seguente : 1",italiano italiano italiano uomo uomo uomo italiano italiano anche uomo uomo stesso uomo uomo solo uomo uomo un uomo uomo,44.5023,0.0,0.0,0.4508,0.3565
"Sostituire il comma 9 , con il seguente : 9 .",italiano italiano italiano anche anche anche che anche anche sono sono anche anche infatti anche anche italiano italiano infatti anche,45.0926,0.0,0.0,-0.1692,0.0709
"Sostituire il comma 7 , con il seguente : 7",italiano italiano italiano anche anche anche figura figura figura figure figura figura vita figura figura foto foto foto sono sono,44.5023,0.0,0.0,0.3336,-0.0102
"Sostituire il comma 5 , con il seguente : 5 .",italiano italiano italiano anche anche anche questo questo questo anche anche figura figura figura figure figure figure figura figura con,44.6875,0.0,0.0,-0.6042,-0.258
"Sostituire il comma 2 , con il seguente : 2 .",italiano italiano italiano anche anche anche questo questo questo anche anche italiano italiano questo questo film film film questo questo,34.0741,0.0,0.0,-0.0336,0.0884
Non mi do una risposta .,italiano italiano italiano italiana italiano italiano anche italiano italiano è italiano italiano infatti italiano italiano ecco ecco ecco è è,44.1667,0.0,0.0,0.037,0.1006
"Tuttavia , non è oro tutto quello che luccica",infatti infatti infatti uomo uomo uomo infatti uomo infatti infatti sono sono infatti infatti essere infatti infatti per infatti infatti,42.3611,0.0,0.0,0.0459,0.1023
Secondo me è un film impagabile comunque .,anche anche anche infatti infatti infatti anche anche leggere leggere leggere possono leggere leggere acquistare acquistare acquistare leggere leggere avere,20.1091,0.0,0.0,-0.6098,-0.1802
oddio fino a questo punto sono arrivati !,anche anche anche infatti anche anche sono anche anche italiano italiano italiano anche anche film film film sono sono anche,30.754,0.0,0.0,-0.2141,-0.1628
Di cui non c' è traccia .,più più più sono sono sono infatti infatti infatti sono sono possono infatti infatti anche infatti infatti italiano italiano italiano,33.1217,0.0495,0.0,-0.3937,0.0424
Le spese processuali relative al presente grado di giudizio possono essere compensate tra le parti,più più più sono sono sono infatti sono sono anche anche sono sono possono sono sono solo sono sono film,12.2634,0.0342,0.0,0.1875,0.5006
La collocazione editoriale delle pubblicazioni è generalmente buona,anche anche anche scrivere scrivere scrivere anche anche infatti anche anche scritta scritta scritta scrivere scrivere scritto scrivere scrivere donne,9.5337,0.0,0.0,-0.4508,-0.3214
""" Questo è un punto doloroso",sono anche anche anche sono sono anche infatti anche anche film film film sono film film video film film cerco,15.8333,0.0,0.0,-0.688,-0.1167
La risposta era ovviamente no,sono sono sono anche anche anche sono sono possono sono sono infatti sono sono italiano italiano italiano sono sono film,53.3333,0.0,0.0,-0.2518,-0.2045
Potete far- ne tranquillamente a meno,latino latino latino * * * • * * * * se * * segno * * nome *,41.1111,0.0,0.0,0.3642,0.5403
"L' appello , pertanto , deve essere respinto .",anche anche anche infatti anche anche scritta scritta scritta anche anche leggere leggere leggere vivere vivere vivere leggere leggere scrivere,31.622,0.0,0.0,-0.2156,-0.0179
"E poi , che vadano tranquilli per la loro strada .",anche anche anche infatti infatti anche anche schermo schermo schermo film film film schermo schermo vita vita vita film film,22.561,0.0,0.0,-0.5755,-0.198
Questa è una cosa estremamente grave,anche anche anche possono possono possono anche anche essere anche anche inoltre anche anche spesso anche anche film anche anche,39.7222,0.0,0.0,-0.0434,-0.1164
su questo non sono per nulla d' accordo,infatti anno anno anno se se se Se Se Se se se allora,45.6845,0.0,0.0,-0.3538,-0.2404
Non è una questione da poco .,anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere anche leggere scrivere,42.4603,0.0,0.0,-0.5688,-0.1558
Le cose non sono cambiate .,", anche anche anche infatti anche anche film film film video film film di film film questo film film per",56.9444,0.0,0.0,-0.2045,0.3751
"All' udienza del 21 aprile 1997 , la causa è stata trattenuta in decisione .",italiano italiano italiano questo questo questo anche anche anche questo questo vivere vivere vivere vive vivere vivere vita vivere vivere,22.0452,0.0,0.0,-0.0749,0.2014
"ovviamente , è la mia opinione",anche anche anche anche anche film film film per per per film film per per,42.7778,0.0,0.0,-0.2513,-0.18
"Non è la stessa cosa , ovviamente",anche anche anche inoltre inoltre inoltre anche anche scrivere anche anche leggere leggere leggere scrivere scrivere scrivere leggere leggere sole,32.4603,0.0,0.0,-0.5195,-0.3718
C' è un momento per tutto,sono sono sono infatti infatti infatti italiano italiano italiano italiani italiano italiano italiana italiano italiano sono sono genere genere genere,15.8333,0.0,0.0,-0.3056,-0.2465
In attesa di una sua cortese risposta le porgo distinti saluti,to to to To To To to to lo lo lo segno segno segno simbolo segno segno forma forma forma,19.2866,0.0,0.0,-0.4872,-0.3116
C' è una ragione a tutto,anche anche anche infatti infatti infatti anche anche film film film sono film film per film film questo film film,15.8333,0.0,0.0,0.0476,0.1047
"d ) all' articolo 6 , il comma 2 , è sostituito dal seguente : "" 2 .",italiano italiano italiano nome nome nome titolo titolo titolo nome nome protagonista titolo titolo foto foto foto sono foto foto,23.031,0.0,0.0,0.4788,0.3058
"Ma c' è anche un' altra questione , forse ancora più grave",anche anche anche222111 11122oper11operoperoper,22.0274,0.0588,0.0,0.0007,0.2185
Ma c' è una possibilità .,anche anche anche sono sono sono anche anche film film film sono film film cinema film film genere film film,44.1667,0.0,0.0,-0.6828,-0.279
Tutto ciò sarebbe stato impensabile solo fino a qualche anno prima,anche anche anche infatti infatti infatti anche anche sono sono infatti infatti sono sono sono anche infatti sono infatti sono,24.1519,0.0,0.0,0.2789,0.4035
Questa è una domanda eccezionalmente importante .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono anche anche sono sono leggere leggere,45.0397,0.0,0.0,0.3775,0.3764
La proposta è stata accettata .,italiano italiano italiano un un un arabo arabo arabo arabi arabo arabo → → →,44.1667,0.0,0.0,-0.2172,-0.2395
"Allora una parola , un sorriso bastano .",pi pi pi Pi pi pi PI PI PI pi pi sono pi pi solo solo solo infatti infatti infatti,15.8631,0.0,0.0,-0.0467,0.4604
Come sono nate le canzoni ?,anche anche anche infatti infatti anche anche italiano italiano italiano anche anche film film film questo film film sono sono,34.5833,0.0769,0.0,-0.0716,-0.1151
su questo non sono per nulla d' accordo .,italiano italiano italiano infatti infatti infatti anche infatti infatti italiano italiano anche infatti italiano infatti italiano anche anche infatti questo,43.75,0.0,0.0,0.1658,0.2347
Il che non è una bella cosa .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sole sole sole soli sole sole leggere leggere sole,15.8631,0.0,0.0,-0.081,0.1605
Spiega- ci di che cosa si tratta ?,anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono possono sono sono anche anche,14.8214,0.0,0.0,0.2729,-0.1152
Di certo però non è l' unica,possono possono possono anche anche anche infatti infatti infatti inoltre inoltre inoltre anche anche inoltre inoltre infatti inoltre infatti infatti,43.8492,0.0,0.0,-0.2027,-0.015
Ma il problema è tuttavia un altro .,anche anche anche leggere leggere leggere scrivere leggere leggere acquistare acquistare acquistare leggere leggere vivere leggere leggere utilizzare leggere leggere,21.1508,0.0,0.0,-0.2565,0.1848
"d ) all' articolo 6 , il comma 2 , è sostituito dal seguente : "" 2",sono sono sono film film film sono film sono sono Sono Sono Sono Possono Sono Sono Lo Lo Lo Sono,22.3512,0.0,0.0,-0.1171,-0.1008
