Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
non ne abbiamo proprio parlato,non ne ha parlato proprio,50.0,0.4331,0.0455,19.4,0,0
a quali rischi potrei andare incontro,a quali rischi vado incontro,42.1296,0.2597,0.0227,8.3,0,0
ma questo è solo il primo passo,e stato il primo passo,81.4484,0.7938,0.1364,66.9,0,0
la triste verità è proprio questa,questa e la triste verita,41.9643,0.1,0.0227,10.7,0,0
fairview una degli stati uniti d' america nella contea di kenton,fairview una del kent negli stati uniti,18.3135,0.3024,0.0879,9.1,0,0
un motivo c è,c e un motivo tecnico,50.1984,0.5111,0.0682,23.6,0,0
gigondas un comune francese situato nel dipartimento di vaucluse nella regione della provenza-alpi-costa azzurra,gigondas un comune francese di 3. 950 abitanti situato nella regione provence - alpes - c te d'azur nel,44.184,0.4505,0.1455,18.5,0,0
era sempre quello il problema,il problema e sempre attuale,49.1667,0.1,0.0,10.7,0,0
questo è un aspetto estremamente positivo,questo e un aspetto estremamente positivo,24.7222,0.3623,0.0674,10.3,0,0
già così sarebbe solo una goccia nell oceano,ma tutto questo e solo una goccia nell oceano,69.0476,0.727,0.1522,46.7,0,0
prima che ci sia davvero solo il silenzio,c e solo il silenzio,70.8333,0.75,0.0909,42.7,0,0
non è anche questa una contraddizione,non e forse una contraddizione,47.123,0.2,0.0682,12.7,0,0
le franchigie di tim horton si diffusero rapidamente e alla fine superarono mcdonald 's come il grande operatore di servizi alimentari del canada,mcdonald's ha reso alcuni mcdonald s molto popolari e hanno reso il grande supermercato di potere del canada,33.4772,0.177,0.0952,3.2,0,0
la nostra è ovviamente solo un opinione,ovviamente e solo una mia opinione,74.5569,0.7353,0.1124,32.5,0,0
la lituania membro della nato del consiglio d' europa e dell unione europea,la lituania membro della nato e ha l indipendenza dal consiglio d'europa per la riguarda la costituzione e l unione europea,70.0401,0.6379,0.1321,25.9,0,0
tuttavia non è così semplice,ma non deve essere cosi semplice,71.4484,0.8067,0.1573,53.7,0,0
la serata è difatti prevalentemente ad inviti,la serata sara ad inviti,45.5556,0.5111,0.0455,23.6,0,0
la legge dovrebbe entrare in vigore il 1 gennaio 2006,la presente legge entra in vigore l 1 gennaio 2006,61.9354,0.8951,0.1935,65.8,0,0
ancora una volta però il tentativo fallisce,ma il tentativo falliva ancora una volta,66.6667,0.6914,0.0659,30.7,0,0
inoltre egli vedeva gli antichi saggi cinesi interessati non solo alla ma anche al governo stesso,inoltre egli vedeva gli antichi saggi cinesi che non solo erano ma anche al governo stesso,44.632,0.4536,0.0808,8.8,0,0
esempi di grassi animali commestibili sono lo strutto l' olio di pesce e il burro o il ghee,i grassi animali sono grassi dell'olio di pesce e del pesce,38.847,0.4043,0.0417,15.9,0,0
c è un evidente contraddizione,c e una contraddizione evidente,63.9881,0.75,0.1364,42.7,0,0
rinvia pertanto ad altra seduta il seguito dell esame,rinvia quindi il seguito dell esame ad altra seduta,76.7412,0.706,0.1505,65.0,0,0
mirepoix il nome francese per una combinazione di cipolle carote e sedano,mirepoix una condimento per insalata e verdure,29.0467,0.1429,0.0851,7.8,0,0
nonostante ciò la ragazza non si ferma,ma la ragazza non si ferma,66.6667,0.9765,0.1124,76.0,0,0
quindi i motivi ci sono,ci sono dei motivi tecnici,45.8333,0.0,0.0,3.6,0,0
l iscrizione è totalmente gratuita,l iscrizione e gratuita e semplicissima,51.1905,0.526,0.0889,23.0,0,0
forse è meglio così però,forse e stato meglio cosi,52.7778,0.5111,0.1364,23.6,0,0
proprio qui forse nascono i problemi,e qui nascono tutti i problemi,100.0,0.9977,0.1573,100.0,0,0
e non ne ho più voglia,non ne ho piu voglia,66.6667,0.75,0.0909,42.7,0,0
la situazione purtroppo è questa,purtroppo la situazione e questa,50.6944,0.4331,0.0682,19.4,0,0
benvenuti al ristorante del mago,benvenuti nel ristorante del mago,17.1296,0.75,0.0909,42.7,0,0
la commissione prosegue nell esame rinviato nella seduta di ieri,la commissione prosegue l esame rinviato nella seduta del rinviato da ultimo,82.8218,0.8375,0.1856,61.3,0,0
pertanto la commissione unanime esprime un giudizio complessivo altamente positivo,la commissione esprime un giudizio altamente positivo,76.5018,0.8413,0.1333,64.3,0,0
sebbene il cadmio sia tossico stato scoperto un enzima un anidrasio carbonico con il cadmio come centro reattivo,cadmio anche essere pericoloso ed estremamente tossico,50.7316,0.0962,0.022,6.6,0,0
e questa è una vera novità,ed e la vera novita,56.5476,0.5111,0.1364,23.6,0,0
pubblichiamo di seguito il testo integrale,pubblichiamo di seguito il testo,62.126,0.8441,0.1348,81.9,0,0
nel 1905 frank epperson allora 11enne un bastoncino di agitazione in una miscela di soda in polvere e acqua nel portico,nel 1905 frank ep individuale 11enne di agitazione in una stanza di agitata in una a jena,21.7781,0.1806,0.0192,4.5,0,0
dal 60 anniversario dell' azienda zippo nel 1992 sono state prodotte edizioni annuali per collezionisti zippo in tutto il mondo,il 60 anniversario dell'invenzione zippoons stato dato in collezioni annuali per i collezionisti tutti i tempi,51.4881,0.0508,0.0192,1.3,0,0
si parla tedesco inglese e francese,parla inglese francese ed italiano,57.5397,0.2,0.0227,12.7,0,0
poi alla fine i conti si faranno,poi alla fine faremo i conti,87.4074,0.9765,0.1124,76.0,0,0
stato rilasciato per i sistemi di intrattenimento per computer xbox e playstation 2 il 21 giugno 2005,il gioco uscito per la prima volta il 21 giugno 2005 in america per xbox playstation 2 il 21 maggio 2005,30.0073,0.3094,0.0192,4.3,0,0
uno spettacolo certo da non perdere,uno spettacolo da non perdere,71.6138,0.5154,0.0909,36.7,0,0
ma facciamo un passo più avanti,ma facciamo un altro passo indietro,69.3056,0.7782,0.0674,50.8,0,0
non potete fare qualcosa di più,non posso fare di piu,55.0794,0.5111,0.0909,23.6,0,0
32 la commissione prosegue l esame del provvedimento rinviato nella seduta del 18 luglio scorso,la commissione prosegue l esame del provvedimento rinviato nella seduta del 32 o luglio 18,67.1023,0.8958,0.2626,68.7,0,0
ma per il momento è solo un idea,ma per il momento e solo un idea,17.3701,0.8294,0.1538,34.6,0,0
dopo l articolo 2 aggiungere il seguente art,dopo l articolo 2 aggiungere il seguente art,56.3889,0.7773,0.1538,44.1,0,0
questo è un compito tutt altro che facile,questo e un compito impossibile,42.9762,0.3,0.0682,14.1,0,0
va bene questo lo abbiamo capito,va bene questo hai capito,45.1389,0.6233,0.0682,23.6,0,0
intanto c è un motivo psicologico,un motivo ci deve essere,27.7778,0.375,0.0227,21.4,0,0
la risposta è entrambe,la risposta e abbastanza semplice,45.5556,0.6233,0.0909,23.6,0,0
endemico della cina,si trova nella cina meridionale,66.6667,0.1,0.0,10.7,0,0
un' accurata teoria dell' elettromagnetismo nota come elettromagnetismo classico fu sviluppata da vari fisici nel corso del xix secolo culminando nel lavoro di james clerk maxwell che gli sviluppi precedenti in un' unica teoria e la natura elettromagnetica della luce,una teoria dell'elettromagnetismo chiamata elettromagnetismo classico,45.5075,0.1223,0.1505,0.8,0,0
e che cos è veramente un opera d arte oggi,che cos e un opera d arte,65.3836,0.8413,0.1778,48.9,0,0
così interviene il presidente dell aduc vincenzo donvito,cosi interviene l aduc attraverso il suo presidente vincenzo donvito,28.2479,0.52,0.0842,11.0,0,0
per qualsiasi ulteriore informazione potete visitare il sito,per ulteriori informazioni potete visitare il sito,57.5595,0.7934,0.1111,30.7,0,0
per molti ciò non porta da nessuna parte,non porta da nessuna parte,61.0317,0.8203,0.1136,57.9,0,0
ma è nonostante tutto un passo nella giusta direzione,e un passo nella giusta direzione,63.8258,0.5724,0.1348,46.1,0,0
la realtà giudiziaria è ben altro,la realta e tutt altra,48.3333,0.2,0.0909,12.7,0,0
non è più quello il problema,non e certo quello il nostro problema,48.5119,0.1639,0.0444,7.8,0,0
tutto andava per il meglio insomma,tutto ando per il meglio,29.6296,0.75,0.0909,42.7,0,0
la serie ha debuttato domenica 11 agosto 1991 e ha trasmesso il suo ultimo episodio 8 giugno 2004,si svolto domenica 11 agosto 1991 e ha iniziato il suo ultimo episodio 8 giugno 2004,40.57,0.39,0.101,15.3,0,0
ma ci sono sempre dei piccoli segnali,ma c e un altro segnale,36.3889,0.0833,0.0225,8.1,0,0
così deciso in roma nella camera di consiglio dell 1 marzo 2002,cosi deciso in roma nella camera di consiglio del 1 marzo 2002,80.2907,0.9163,0.2737,90.4,0,0
articolo 30 aggiungere il seguente art,dopo l articolo 30 e aggiunto il seguente art,84.8611,0.8819,0.2174,59.7,0,0
è questa però un altra storia,e questa e tutta un altra storia,60.4167,0.4206,0.0667,24.4,0,0
ma la questione è tutt altro che risolta,la questione e tutt altra,45.4762,0.75,0.1364,30.2,0,0
c' era stata anche un' amara inimicizia tra saddam e khomeini dagli anni '70,c'era anche un'amarardismo tra saddam e khomeini dagli anni'70,26.953,0.409,0.3619,30.0,0,0
le reazioni ci sono state,le reazioni sono state abbastanza sorprendenti,88.1944,0.83,0.1111,76.0,0,0
articolo 14 gli stati membri sono destinatari della presente direttiva,articolo 14 gli stati membri sono gli unici destinatari della direttiva,100.0,0.9996,0.2553,100.0,0,0
la maggior parte degli isp e delle grandi aziende hanno un proxy di caching,la maggior parte degli isp e delle grandi aziende hanno un proxy di caching,34.4444,0.1,0.06,2.8,0,0
nel 2005 l' american humanist association divenne la quinta organizzazione membro della coalizione la society for humanistic judaism e la freedom from religion foundation si unirono alla coalizione nel gennaio 2006 all' associazione militare degli atei e dei liberali nel febbraio 2007 e all' american ethical union nell' aprile 2008,the international wildista association una organizzazione membro della coalizione la world wide age e la freedom foundation si unirono al gruppo della libera associazione,31.5612,0.1144,0.0,1.6,0,0
al quesito deve risponder- si positivamente,al quesito deve risponder - si,11.1111,0.3704,0.1319,15.2,0,0
ma se è esattamente il contrario,e vero esattamente il contrario,83.3333,0.7938,0.0909,66.9,0,0
la realtà naturalmente non è così semplice,la realta non e cosi semplice,21.6667,0.25,0.1573,10.7,0,0
eravamo alla fine del 1998,il 1998 e alla fine,73.6111,0.75,0.1364,30.2,0,0
a causa dei suoi effetti il nome michelle stato ritirato nella primavera del 2002 e non mai utilizzato per un uragano atlantico,la depressione michelle stata ritirata nella primavera del 2002 e non fu utilizzata per un uragano atlantico,31.1314,0.0704,0.0,2.3,0,0
quali sono le fonti inquinanti,quali sono state le fonti principali,82.8902,0.8535,0.1348,51.2,0,0
poichè la nuova casa era in città c' erano negozi e bar ovunque lì intorno,poiche la nuova casa era in citta c'erano negozi e bar ovunque,39.3975,0.5738,0.2653,41.4,0,0
anche qui però casca l asino,e qui cascano veramente gli asini,34.5833,0.0833,0.022,8.1,0,0
ma c è anche un aspetto positivo,ma c e un aspetto curioso,50.0,0.0833,0.0225,8.1,0,0
le spese di giudizio tuttavia possono compensar- si fra le parti,compensa fra le parti le spese di giudizio,37.9437,0.4523,0.0879,25.1,0,0
ma questo non è possibile,ma non era stato possibile,61.2103,0.75,0.0909,30.2,0,0
il risultato non cambia appunto,il risultato finale non cambia,34.4444,0.75,0.0682,30.2,0,0
non sarebbe proprio il caso,non e il caso di stasera,58.3333,0.2941,0.0674,10.7,0,0
comblain au-pont un comune vallone situato nella provincia belga di liegi,comblain au - pont un comune belga situato nella provincia di liegi,58.4999,0.8775,0.3434,63.2,0,0
dagny-lambercy un comune francese situato nel dipartimento dell' aisne,dagny - lambercy un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,48.4233,0.7218,0.4771,50.2,0,0
comunque vada sarà un successo,comunque andra sara un successo,9.5833,0.5111,0.0909,23.6,0,0
a chi potrei chiedere questa informazione,a chi posso chiedere informazioni per questo,90.2778,0.9577,0.1111,61.5,0,0
si tratta semplicemente di un affermazione falsa,si tratta di un altra affermazione folle,57.9503,0.4747,0.0667,22.8,0,0
c è una crisi industriale dopo l altra,c e una crisi industriale,40.8333,0.3,0.0682,14.1,0,0
ringraziando- la anticipatamente per la risposta cordialmente la saluto,la ringrazio per la sua risposta e la saluto cordialmente,77.4969,0.9836,0.2128,65.8,0,0
questa è la mia precisa convinzione,e questa la mia personale convinzione,85.1852,0.83,0.1573,76.0,0,0
sì li trovi anche sul ns,la trova anche sul ns,100.0,0.996,0.1364,100.0,0,0
le condizioni ci sono,insomma c erano tutte le condizioni,52.5,0.1667,0.0,9.7,0,0
esquerdes un comune francese del dipartimento del pas de-calais nella regione del nord-pas de-calais,esquerdes un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord - caland nel nord della,71.0553,0.749,0.4364,39.4,0,0
l inizio dunque non è dei migliori,gia l inizio non e dei migliori,56.4352,0.4747,0.0889,16.1,0,0
gironde sur-dropt un comune francese situato nel dipartimento della gironda,gironde sur - dropt un comune francese si trova nella regione aquitania nel dipartimento della gironda nel sud ovest della francia,49.6641,0.7898,0.4364,53.9,0,0
infine come combattere il terrorismo,come posso combattere il terrorismo,50.0,0.6313,0.0682,25.4,0,0
c è una soluzione per questo,oppure c e un altra soluzione,37.6389,0.1961,0.0449,9.7,0,0
"shillong ha un tasso medio di alfabetizzazione dell 80 superiore alla media nazionale del 59,5 l alfabetizzazione maschile dell 83 e l alfabetizzazione femminile del 78",shillong ha un tasso di alfabeto maschile il che significa che l'alfabeto popolare degli studenti e l'apprendimento maschile sono mostra,26.8657,0.061,0.0545,2.3,0,0
la grande questione è proprio questa,questa e la grande questione,49.3056,0.5111,0.0909,23.6,0,0
buongiorno volevo far- le una domanda,le faccio una domanda facile facile,100.0,0.9977,0.1573,100.0,0,0
complessivamente il candidato dimostra un più che buon livello di preparazione e maturità,il candidato dimostra un livello di preparazione e maturita scientifica molto buono,55.6614,0.625,0.1458,31.7,0,0
alberto gilardino goal internazionali,alberto gilardino un calciatore internazionale,87.5,0.7938,0.1333,66.9,0,0
saranno tra i suoi più cari amici,dove sono i suoi amici piu cari,70.9722,0.6914,0.1333,43.5,0,0
spero di esser- le stata di aiuto,spero di essere stata di aiuto,100.0,0.9977,0.1573,100.0,0,0
continueranno a far- lo assieme,dobbiamo continuare a far - lo,51.7063,0.7353,0.1573,32.5,0,0
il meccanismo era apparentemente semplice,il meccanismo e abbastanza semplice,70.0,0.535,0.0682,20.8,0,0
rinvia pertanto il seguito dell esame,rinvia pertanto il seguito dell esame congiunto,56.8813,0.7934,0.1099,43.5,0,0
