Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
ebbene qui è esattamente l opposto,e vero esattamente l opposto,76.8651,0.6727,0.1136,54.8,0,0
la nuova legge dovrebbe probabilmente entrare in vigore il 1 gennaio 2003,la presente legge entra in vigore l 1 gennaio 2003,31.3998,0.6347,0.1075,21.4,0,0
ringrazio anticipatamente e porgo cordiali saluti,ringrazia e porge cordiali saluti,100.0,0.996,0.1778,100.0,0,0
all udienza del 3 maggio 2002 la causa è stata trattenuta per la decisione,alla pubblica udienza del 3 maggio 2002 la causa veniva trattenuta in decisione,98.3333,0.9998,0.3093,100.0,0,0
sembrerà assurdo ma è così,puo sembrare assurdo ma e cosi,22.2222,0.3676,0.0899,16.2,0,0
su questo non siamo proprio d accordo,su questo non possiamo essere d accordo,61.4087,0.7212,0.0667,26.3,0,0
invece i problemi non mancano,ma i problemi non mancano,61.3889,0.8203,0.1136,40.9,0,0
e anche questo non è cosa da poco,e non e una cosa da poco,42.7778,0.2143,0.0444,8.6,0,0
è una situazione transitoria,e proprio una situazione strana stranissima,86.0317,0.83,0.1778,76.0,0,0
collabora con diverse testate anche on line,collabora con varie testate nazionali e internazionali,25.5556,0.4189,0.0444,14.5,0,0
conclusivamente formula una proposta di parere favorevole vedi allegato 6,formula infine una proposta di parere favorevole vedi allegato 6,100.0,0.9995,0.2366,100.0,0,0
ahimè non è uno scherzo,ma non e uno scherzo,30.754,0.6313,0.0909,25.4,0,0
e poi perchè dovrebbe esser- ci per forza un migliore,e per forza e un migliore,47.4901,0.3704,0.0225,15.2,0,0
ecco è questo il punto decisivo,questo e il punto decisivo,61.5741,0.75,0.1364,42.7,0,0
oggi il problema non è questo,non sono questi i problemi,82.0106,0.8203,0.0682,40.9,0,0
è pur sempre un passo avanti no,e un passo avanti no,50.1852,0.6356,0.1136,35.0,0,0
sarebbe un onore per me,per me e un onore,63.8889,0.535,0.1136,20.8,0,0
dichiara chiusa la discussione congiunta,dichiara chiusa la discussione generale,71.9444,0.8203,0.1136,57.9,0,0
ciò non cambia la sostanza,ma non cambia la sostanza,50.1984,0.6313,0.0682,25.4,0,0
non è stata una passeggiata,non sono stati una passeggiata,35.4167,0.3758,0.0455,15.8,0,0
ovviamente è un segnale,questo e un altro segnale,69.4444,0.3,0.0455,14.1,0,0
altrimenti non si va da nessuna parte,non andremo da nessuna parte altrimenti,65.7407,0.4808,0.0449,23.3,0,0
la legge elettorale infatti dovrà disciplinare l elezione dei deputati in modo da favorire la formazione di una maggioranza collegata al candidato alla carica di primo ministro,la legge poi disciplina l elezione dei deputati in modo da favorire la formazione di una maggioranza collegata al candidato alla carica di primo ministro,80.3175,0.9956,0.4444,90.2,0,0
d' altra parte sofia voleva dargli una lezione per renderlo più attento e compassionevole,d'altra parte sofia voleva dare una lezione migliore per lui,18.9141,0.378,0.0421,10.3,0,0
invece avevamo una grande rabbia dentro,c era una grande forza,44.4444,0.3178,0.0227,17.5,0,0
presenta un numero modesto di pubblicazioni tutte di buon livello su riviste internazionali,presenta un buon numero di pubblicazioni su riviste di ottimo livello internazionale,91.8084,0.9281,0.2526,76.8,0,0
entro il 15 novembre presenti la domanda,le domande devono essere presentate entro il 15 novembre,85.0,0.8819,0.1739,66.1,0,0
il soggetto presentatore che invii la domanda per posta è responsabile del suo arrivo o meno presso l ufficio provinciale competente entro la scadenza voluta,il soggetto presentatore che invia la domanda per posta e responsabile del suo arrivo presso l ufficio provinciale competente entro la scadenza,79.6742,0.9541,0.4528,87.3,0,0
il passante gli spiegò che per arrivare al bidone doveva contare ben 5 bidoni a partire dal semaforo,il signore gli spiego che per arrivare al bidone doveva contare 5 bidoni a partire dal capisce,59.2558,0.7024,0.2549,45.4,0,0
grazie ancora e attendo fiduciosa una sua risposta,grazie attendo una sua cortese risposta,63.955,0.7353,0.1111,32.5,0,0
questo ovviamente non può che far- me piacere,e questo non puo che far piacere,15.5754,0.1899,0.0889,7.5,0,0
ma evidentemente era solo un illusione,ma e stata solo un illusione,14.7619,0.625,0.1111,32.5,0,0
l ingresso è rigorosamente gratuito,l ingresso alla performance e gratuito,61.3095,0.4259,0.0899,18.0,0,0
forse non era stata una buona idea dopotutto,non fu una una buona idea,100.0,0.9977,0.1573,100.0,0,0
non è un paradosso,non e un clamoroso paradosso,27.9762,0.2542,0.1099,11.5,0,0
ma margherita riusciva a capire che sandro era un bravo ragazzo e con un senso dell’ umorismo simile al suo,ma margherita riusciva a capire che era un bravo ragazzo e con un senso dell ’ umorismo simile al suo pungimento,28.6336,0.7224,0.2778,41.1,0,0
e mi fa molto male,e cio ha fatto molto male,86.1905,0.949,0.1124,53.7,0,0
e cosa c è di strano,che c e di tanto strano,55.2976,0.8067,0.1573,38.0,0,0
questo è un dato su cui riflettere,e un alto dato su cui riflettere,81.1075,0.8552,0.1778,80.9,0,0
però è una questione di metodo,e una questione di metodo,61.5741,0.6727,0.1136,54.8,0,0
siamo alla frutta si,caro jack siamo alla frutta,100.0,0.996,0.1364,100.0,0,0
ma a cosa serve tutto questo,a cosa e servito tutto questo,75.6944,0.8067,0.1573,38.0,0,0
questa sarebbe una vera novità,questa e una novita strategica,64.6032,0.2206,0.0455,9.4,0,0
sappiamo tutti come andò a finire,difficile sapere come andra a finire,71.5278,0.625,0.1124,23.0,0,0
il parere quindi è contrario,il parere e comunque contrario,61.3095,0.5111,0.0909,23.6,0,0
la situazione è molto difficile,la situazione era molto piu difficile,10.7407,0.4574,0.0449,16.3,0,0
ricordo inoltre che il termine per la presentazione degli emendamenti è stato fissato alle ore 18 di ieri,ricorda altresi che il termine per la presentazione di ulteriori emendamenti e fissato per le ore 18 di oggi,75.9569,0.8209,0.2718,57.8,0,0
le indagini sono ancora in corso,alcune indagini sono ancora in corso,41.4286,0.3125,0.0449,16.2,0,0
vi sono due tipi di stress,i tipi di stress sono due,43.75,0.2941,0.0,10.7,0,0
pubblichiamo di seguito il testo integrale,pubblichiamo di seguito il testo,62.126,0.8441,0.1348,81.9,0,0
ma una buona notizia c è,ed e una buona notizia,38.8889,0.0,0.0,4.4,0,0
infine cuocete- le in forno caldo per circa 5 minuti a 250°,cuocere in forno a 180° per 5 minuti circa,58.0688,0.7472,0.1075,26.1,0,0
ritira infine il proprio emendamento 5.2,ritira quindi il proprio emendamento 8. 2,58.082,0.8032,0.1538,51.7,0,0
alla fine comunque tutto fu caricato sul camion pronto per partire,alla fine tutto fu pubblicato sul camion e parti per partire,44.3908,0.5247,0.1702,21.9,0,0
c è un eccezione naturalmente,c e un unica eccezione,20.3373,0.3,0.0682,14.1,0,0
ma questo è solo un mio punto di vista ovvio,era solo un mio punto di vista,45.4058,0.7212,0.0667,26.3,0,0
quale è allora una soluzione,quale e allora una soluzione,45.0,0.1,0.0,10.7,0,0
li consiglio delibera a maggioranza qualificata,il consiglio europeo delibera a maggioranza qualificata,54.3254,0.712,0.1111,27.9,0,0
per informazioni telefonare allo 040 229573,per informazioni potete telefonare allo 02 22967311,45.4563,0.7114,0.1277,61.5,0,0
la commissione unanime esprime quindi il seguente giudizio complessivo appena sufficiente,la commissione unanime esprime quindi il seguente giudizio complessivo abbastanza sufficiente,84.2836,0.9086,0.2128,89.3,0,0
"la seduta straordinaria ed urgente comincerà alle 17,30","la seduta comincia alle 8, 30",80.5556,0.7632,0.1333,41.1,0,0
i risultati americani tuttavia non ci sono sconosciuti,i risultati non sono noti,76.5146,0.6727,0.0909,54.8,0,0
l argomento dovrebbe essere un altro,l argomento centrale e un altro,66.6667,0.5435,0.0899,19.4,0,0
c è un motivo particolare,c e qualche motivo particolare,11.7063,0.2,0.0455,12.7,0,0
comunque vorrei por- le questa domanda,le volevo quindi porre una domanda,60.5556,0.6189,0.0449,19.3,0,0
non tutto il male viene per nuocere tuttavia,non tutti i mali vengono per nuocere comunque,96.633,0.9845,0.1739,84.1,0,0
potrebbe essere andata proprio così,ed e andato proprio cosi,37.5,0.2,0.0909,12.7,0,0
il clima era probabilmente uniforme e abbastanza caldo,il clima e abbastanza caldo,53.2407,0.535,0.0909,20.8,0,0
e questo non lo capisco proprio,e questo proprio non lo capisco,94.2424,0.9765,0.1124,76.0,0,0
le cose naturalmente non stanno così,le cose pero non stanno cosi,46.713,0.625,0.0899,23.0,0,0
ma questo è solo il punto di partenza,ma e un punto di partenza essenziale,41.9444,0.4206,0.0444,24.4,0,0
i fatti sono davanti agli occhi di tutti,un nuovo fatto era davanti agli occhi,25.1852,0.0515,0.0,4.3,0,0
rinvia quindi il seguito dell esame del provvedimento ad altra seduta,rinvia quindi alla seduta di domani il seguito dell esame del provvedimento,47.7991,0.6233,0.1042,43.4,0,0
ti faccio un esempio per chiarire bene il concetto,facciamo un ultimo esempio per chiarire il concetto,100.0,0.999,0.1978,100.0,0,0
è proprio questo il loro compito,e questo il loro compito,37.5,0.4991,0.0682,32.6,0,0
ovviamente è solo un caso,puo essere solo un caso,83.3333,0.7938,0.1364,66.9,0,0
almeno un terzo dei componenti delle commissioni dove essere di sesso femminile salvo motivata impossibilità,almeno un terzo dei componenti delle commissioni dove sono di sesso femminile salvo motivata impossibilita,40.2824,0.7981,0.2828,64.8,0,0
non saprei dar- le una risposta sinceramente,non sapeva dare una risposta,72.3214,0.6356,0.0909,35.0,0,0
per capir- ci meglio facciamo un esempio,per capire meglio facciamo un altro esempio,69.8611,0.9654,0.1333,64.3,0,0
eppure continuiamo a far- lo,dobbiamo continuare a far - lo,51.7063,0.7353,0.1573,32.5,0,0
questo resta un mistero,ma resta un mistero pratico,66.6667,0.5889,0.0455,39.8,0,0
i predetti criteri debbono essere resi noti almeno 60 giorni prima del termine utile per la presentazione delle domande,i criteri debbono essere reso noto entro 60 giorni prima del termine utile per la presentazione delle domande,25.748,0.7905,0.2772,62.9,0,0
ma c è anche un altra strada,ma la strada e difficilissima,37.2222,0.0847,0.0,8.7,0,0
l articolo 1129 del codice civile è sostituito dal seguente art,l articolo 1129 del codice penale e sostituito con il seguente art,82.5112,0.9139,0.2917,73.5,0,0
un passo avanti comunque è stato fatto,un passo e stato fatto,49.213,0.75,0.1364,30.2,0,0
il problema forse sta proprio lì,il problema sta proprio li,69.0476,0.6356,0.0682,35.0,0,0
e questo è un guaio,e questo e un guaio,55.5556,0.2,0.0227,12.7,0,0
riprende l indagine conoscitiva sospesa nella seduta del 19 dicembre scorso,riprende l indagine sospesa nella seduta del 19 dicembre scorso,100.0,0.9995,0.2366,100.0,0,0
lo sai che non è importante,so che non e facile,57.6389,0.5889,0.0909,39.8,0,0
non cadere nella trappola,non cadremo in questa trappola,71.0119,0.5515,0.0899,28.6,0,0
è solo un sogno,insomma era solo un sogno,19.3651,0.3824,0.0682,21.8,0,0
e allora il corpo è anche questo,questo e il mio corpo,54.1667,0.4331,0.0227,19.4,0,0
conclusivamente il ricorso deve essere respinto,il ricorso principale deve essere respinto,100.0,0.9977,0.1573,100.0,0,0
sussistono validi motivi per compensare integralmente tra le parti le spese del giudizio,sussistono giusti motivi per compensare fra le parti le spese del giudizio,100.0,0.9997,0.2737,100.0,0,0
infine l articolo 4 reca le necessarie norme transitorie,l articolo 4 reca le necessarie norme transitorie,44.6717,0.7361,0.1319,41.1,0,0
questa è una vera istigazione a delinquere,e una vera istintazione a persone,32.9167,0.1961,0.044,9.7,0,0
il giudizio complessivo è più che sufficiente,il giudizio complessivo e scarsamente sufficiente,43.9352,0.625,0.1124,32.5,0,0
il problema tuttavia è ancora più generale,il problema e piu generale,55.9722,0.5111,0.1364,23.6,0,0
per ulteriori informazioni è possibile consultare il sito,per maggiori informazioni e possibile consultare il sito,40.3312,0.7923,0.1538,38.3,0,0
la città era quasi pronta per la festa,la citta era gia aperta per la festa,33.6508,0.6282,0.1319,23.4,0,0
è una delle possibilità,ma c e una possibilita,56.9444,0.1,0.0455,10.7,0,0
non è stata però un impresa facile,non e mica un impresa facile,47.2222,0.5011,0.0674,18.0,0,0
questo è un elemento di grande novità,e un elemento di grande novita,34.7222,0.5773,0.1124,30.2,0,0
una richiesta caduta nel vuoto,purtroppo ogni mia richiesta cadeva nel vuoto,66.6667,0.4915,0.044,14.5,0,0
proprio qui sta il nocciolo della questione pensionistica,e qui sta tutto il nocciolo della questione,65.4762,0.9073,0.087,38.3,0,0
e mi chiudo la porta alle spalle,chiude la porta alle proprie spalle,100.0,0.9977,0.1573,100.0,0,0
altrimenti è solo aria fritta,c e solo aria frittata,41.6667,0.375,0.0449,21.4,0,0
ma questo non è amore,ma non era stato amore,53.2738,0.5111,0.0682,23.6,0,0
ed è davvero tutto uno spettacolo per gli occhi,e stato uno spettacolo per gli occhi,58.1019,0.7114,0.1111,61.5,0,0
non dovrebbe essere un compito difficile,non e un compito facile,76.3889,0.75,0.0909,42.7,0,0
e non è affatto un rimprovero,non voleva essere un rimprovero,100.0,0.996,0.1573,100.0,0,0
è questo l inizio della fine,forse questo inizio sara una fine,47.5397,0.1449,0.0225,8.2,0,0
realisticamente direi che non è possibile,le dici che non e vero,67.0833,0.8067,0.1573,53.7,0,0
il sito è in italiano francese arabo e inglese,il sito e completamente in italiano,30.3571,0.6464,0.0899,20.5,0,0
ma il suo messaggio è ancora oggi eloquente,il suo messaggio e ancora oggi,33.1944,0.25,0.0449,10.7,0,0
è tutta una questione di tempi,era solo una questione di tempo,86.0317,0.83,0.1124,76.0,0,0
metà della bella e lunga treccia di clara era caduta proprio sulla parte dietro al sedile dove si era seduta clara,meta della bella e lunga una donna di clara era caduta sulla parte opposta del letto dove si era seduta clara,20.6886,0.6,0.2115,30.8,0,0
c è un tempo per tutto,c e tutto il tempo,45.873,0.1695,0.0455,10.4,0,0
si è fatto tutto ed il contrario di tutto,si fa tutto il contrario,22.4206,0.3319,0.0227,13.0,0,0
sussistono tuttavia giusti motivi per compensare tra le parti le spese del presente grado di giudizio,sussistono giusti motivi per compensare tra le parti le spese del presente grado di giudizio,66.0552,0.753,0.2449,63.0,0,0
era così impegnata ad osservare gli animali nello zoo che non si accorse che il suo sacchetto aveva sul fondo un minuscolo buco,era cosi impegnati ad osservare gli animali che non si sentivano sul fondo del negozio,18.393,0.1908,0.0808,5.6,0,0
la risposta non può essere che retoricamente affermativa,la risposta non puo essere univoca,35.5556,0.625,0.1111,32.5,0,0
  i proprzionalità tra i due approcci,i motivi possono essere due,4.1667,0.1695,0.0227,10.4,0,0
tuttavia non mancano segnali contrastanti,i segnali positivi non mancano,90.5952,0.8441,0.1136,81.9,0,0
un appuntamento quello di stasera da non perdere dunque,un appuntamento da non perdere,75.8333,0.8203,0.1136,57.9,0,0
il giudizio è positivo,il giudizio e assai positivo,37.6984,0.5111,0.0909,23.6,0,0
lo annuncia una nota della stessa società,lo annuncia una nota della societa,41.3889,0.5435,0.0899,19.4,0,0
la produzione scientifica è temporalmente continua,la produzione scientifica e continuativa,37.9167,0.5889,0.1124,39.8,0,0
la questione però è abbastanza controversa,la questione e tuttavia complessa,56.8452,0.375,0.0682,21.4,0,0
ma paradossalmente non è questo il punto,ma non e il punto,61.8519,0.75,0.1364,30.2,0,0
vorrei però chiedere una cosa,volevo chieder - ti una cosa,66.6667,0.3676,0.0674,16.2,0,0
ora c è da dire una cosa,ci sono poche cose da dire,53.6508,0.2717,0.0449,13.7,0,0
qui sta il punto,qui sta il punto dolente,66.6667,0.7938,0.0899,66.9,0,0
insomma la battaglia non sarà facile,la battaglia non sara facile,24.8611,0.5111,0.0909,23.6,0,0
se vuole mi chiami per un appuntamento al 335226344,se vorra potra chiamar - me al 335226344 per un appuntamento,71.9185,0.685,0.2653,48.0,0,0
quello forse fu il periodo più bello della mia lunga vita,doveva essere stato veramente il periodo piu bello della sua vita,47.9612,0.3876,0.0426,9.9,0,0
era una sensazione strana indefinita,e comunque una sensazione strana,83.3333,0.7938,0.1364,66.9,0,0
una sola cosa si potrebbe dire a questo punto,una sola cosa si puo dire a questo punto,58.254,0.727,0.1522,35.5,0,0
richiesta una buona conoscenza della lingua inglese,e richiesta inoltre un ottima conoscenza della lingua inglese,13.3333,0.1515,0.0435,5.6,0,0
ognuno va avanti per la propria strada,ognuno va per la sua strada,29.5833,0.4574,0.0674,16.3,0,0
è un caso ovviamente,forse e stato un caso,69.7222,0.5889,0.0909,39.8,0,0
14 il domicilio è inviolabile,14 il domicilio e invio,15.9722,0.5889,0.1136,39.8,0,0
si il problema è questo,proprio questo e il problema,58.3333,0.3,0.0,14.1,0,0
articolo 33 gli stati membri sono destinatari della presente direttiva,articolo 33 gli stati membri sono gli unici destinatari della direttiva,100.0,0.9996,0.2553,100.0,0,0
quali sono gli altri suoi impegni,quali saranno i suoi prossimi impegni,71.8651,0.8067,0.1124,53.7,0,0
