Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
quasi tutti i moderni cheesecake negli stati uniti usano la crema di formaggio in italia i cheesecake usano la ricotta germania e polonia usano il formaggio quark i cheesecake sono più facilmente cotti in una padella a forma di primavera,in nord america e in europa i cheesecake usano la crema di formaggio,34.2312,0.0543,0.0,1.9,0,0
questa è la sostanza del problema,e la sostanza del problema,33.9286,0.2,0.0,12.7,0,0
homer ha fatto il suo debutto con il resto della famiglia simpson il 19 aprile 1987 in the tracey ullman show short   good night,il loro debutto e stato con il resto della famiglia simpson al tracey ullman show,38.188,0.2435,0.2222,9.0,0,0
danbury è una città della contea di woodbury iowa stati uniti d' america,danbury e una citta dell'iowa negli stati uniti,29.0813,0.3221,0.1333,11.6,0,0
è raro e prezioso in gradi più fini ed è stato apprezzato come gemma e pietra ornamentale per migliaia di anni a causa della sua tonalità unica,e raro e prezioso in gradi piu fini come gemma e pietra ornamentale per migliaia di anni,33.0185,0.4977,0.4762,28.9,0,0
bansk bystrica si trova nella valle del fiume hron,bansk bystrica e una valle nel fiume hron,68.5185,0.4089,0.2222,9.3,0,0
un' onda di calore è un periodo prolungato di tempo eccessivamente caldo che può essere accompagnato da un' elevata umidità,un'onda di calore e un periodo di tempo estremamente caldo di solito con un'alta umidita,30.8109,0.2964,0.4118,21.0,0,0
diversi altri piccoli mammiferi carnivori allungati appartenenti alla famiglia mustelidae hanno anche la parola furetto nei loro nomi comuni tra cui una specie in via di estinzione il ferret dai piedi neri,diversi altri mammiferi carnivori allungati della famiglia della mustelidae hanno anche la parola furetto nei loro nomi comuni,38.366,0.1587,0.0741,5.1,0,0
i cinici erano un gruppo influente di filosofi dell' antica scuola del cinismo,i cinici erano un gruppo di filosofi dell'antica scuola il loro nome e stato influente,29.0774,0.5524,0.5926,24.6,0,0
le aln 772 sono mezzi nati dall' esperienza maturata da fiat sulle prime automotrici fatte realizzare dal governo fascista di benito mussolini le atr 100 e le successive littorine aln 56 e aln 556,le aln 772 sono mezzi nati dall'esperienza maturata da fiat sulle prime automotrici fatte dal governo romano di benito mussolini le atr 100 e aln 556,28.3505,0.672,0.7586,49.1,0,0
sono abrogate tutte le disposizioni in contrasto o comunque incompatibili con la presente legge,sono abrogate tutte le altre disposizioni regionali in contrasto con la presente legge,100.0,0.9998,1.0,100.0,0,0
la tempesta non si è mai avvicinata alla terra durante la sua durata di vita e non sono stati segnalati danni o vittime,la tempesta non si e mai avvicinata alla terra durante la sua durata e non sono stati segnalati danni o decessi,36.9578,0.6784,0.55,49.5,0,0
gli actinopterygii costituiscono la classe o sottoclasse dei pesci con pinne a raggi,gli actinopterygii costituiscono la classe o sottoclasse dei pesci con pinne a raggi,43.8889,0.5667,0.2857,15.7,0,0
chi c è sul palco,c e sul palco,55.754,0.3814,0.25,16.7,0,0
però vi dico una cosa,voglio dire ancora una cosa,65.5556,0.5111,0.25,23.6,0,0
qui trovi l intero testo,qui trova il testo,72.381,0.5215,0.2857,27.5,0,0
la sezione dyk dà pubblicità agli articoli di wikipedia appena creati o ampliati come un modo per ringraziare gli editori che creano nuovi contenuti e per incoraggiare altri editori a contribuire e migliorare quegli articoli e l' enciclopedia,la sezione dyk da pubblicita agli articoli di wikipedia appena creati e stata aggiunta una nuova categoria per ringraziare gli editori e l'enciclopedia,26.1314,0.2163,0.2333,6.5,0,0
è insomma una questione di cultura,e una questione di cultura,61.5741,0.7938,0.8571,66.9,0,0
nel 1604 l' anno successivo all' ascesa di giacomo al trono inglese fu emanata una nuova legge sulla stregoneria act against conjuration witchcraft and handling with evil and evil spirits che imponeva la pena di morte per aver causato danni con l' uso della magia o l' esumazione di cadaveri per scopi magici,nell'anno 1604 l'anno successivo all'ascesa di re giacomo al trono inglese fu emanata una legge sulla magia che imponeva la pena di morte per atti di magia,28.3007,0.1985,0.1316,5.0,0,0
i funzionari statunitensi ritengono che i militanti abbiano diviso le ragazze in gruppi più piccoli e le abbiano nascoste nelle profonde foreste del nord-est della nigeria un' area delle dimensioni della virginia occidentale,i leader statunitensi ritengono che le ragazze abbiano diviso le loro ragazze in gruppi piu piccoli e le hanno nascoste nelle profonde foreste del nord - est della nigeria,19.9398,0.326,0.2807,5.9,0,0
ma ne è passato del tempo dal 1860,ma era passato tanto tempo dal 1860,26.9336,0.6148,0.4,26.3,0,0
l' analisi delle sue visioni è problematica in quanto la fonte principale di informazioni su questo argomento è la trascrizione del processo di condanna in cui ha sfidato la procedura consuetudinario aula di un testimone giuramento e specificamente rifiutato di rispondere a ogni domanda sulle sue visioni,la sua fonte principale di informazioni su questo argomento e la trascrizione di questo argomento nel processo di condanna in cui ha sfidato la procedura consuetudinario aula di un testimonimento aula,33.426,0.1201,0.0635,3.4,0,0
la stagione 1958 di formula uno è stata la nona stagione delle corse automobilistiche fia di formula uno ha caratterizzato il campionato del mondo 1958 di piloti che ha iniziato il 19 gennaio 1958 e si è conclusa il 19 ottobre dopo undici gare,la stagione 1958 di formula 1 e stata l'nona del campionato,49.7722,0.6303,0.5714,38.1,0,0
emanuele pensò che sarebbe stato divertente prendersi cura di un cane così grosso,emanuele pensava che sarebbe stato divertente prendersi cura di un cane cosi grosso,27.8186,0.2232,0.0,4.6,0,0
john ling un nativo della cina che ha lavorato per il dipartimento del commercio della carolina del sud per quasi 15 anni ha sede a shanghai dal 2005,john ling un ex nativo della cina che ha lavorato per il dipartimento del commercio economico della cina nel 2005,28.5765,0.343,0.1818,9.4,0,0
pertanto il candidato è senz altro meritevole di essere preso in considerazione ai fini della presente valutazione comparativa,la candidata puo essere certamente presa in considerazione ai fini della presente valutazione comparativa,87.2222,0.9269,0.8462,80.9,0,0
spero di aver- vi dato una risposta soddisfacente,spero di aver dato una risposta esaustiva,100.0,0.9985,1.0,100.0,0,0
arakawa è la prima persona in giappone ad aver vinto una medaglia olimpica d' oro per il pattinaggio artistico,arakawa e una persona giapponese che ha vinto una medaglia di bronzo olimpica per il pattinaggio artistico,35.186,0.2207,0.0714,5.4,0,0
tuttavia l evidente talento di un altro giovane batterista della zona della red bank sonny greer scoraggiato basie e passò al pianoforte esclusivamente all' età di 15 anni,ma il suo giovane batterista sonny greer scoraggiato basie e passo al pianoforte solo all'eta di 15 anni,37.0596,0.1907,0.0444,3.5,0,0
le porzioni sono davvero abbondanti,le porzioni dovranno essere abbondanti,100.0,0.996,1.0,100.0,0,0
forse non era stata una buona idea dopotutto,non fu una una buona idea,100.0,0.9977,1.0,100.0,0,0
diego de souza gama silva o semplicemente diego è un centrocampista brasiliano,diego de souza e un calciatore brasiliano,49.8296,0.6692,0.6154,30.9,0,0
molte vite e risorse sono state perse durante la guerra e ancora oggi ci sono ancora tensioni tra i diversi gruppi etnici e religiosi della nigeria,molte vite sono state perse durante la guerra e ancora oggi ci sono molte tensioni tra i diversi gruppi etnici della nigeria,39.3667,0.6217,0.4878,41.6,0,0
il gruppo etnico predominante di sheikhul bandi sono i jadoon una tribù pashtoon,il popolo etnico di sheikhul bandi sono i jadoon una tribu pashtoon,49.9937,0.5752,0.5,45.1,0,0
intanto le polemiche continuano,e intanto le polemiche continuano,100.0,0.996,1.0,100.0,0,0
alto hospicio è un comune e comune cileno situato vicino a iquique nella provincia di iquique nella regione i.,alto hospicio e un comune francese situato nella provincia di iquique nel dipartimento dell'aisque nel nord della francia,55.768,0.1838,0.1667,7.3,0,0
insieme a walther flemming e edouard van beneden ha chiarito la distribuzione cromosomica durante la divisione cellulare,ha anche lavorato con walther flemming e edouard van beneden,57.7005,0.2944,0.3125,13.2,0,0
il lato orientato verso l' esterno della cellula ha anche un grilletto simile ai capelli chiamato cnidocil,il lato lato della cellula ha anche un pulsante chiamato cnidocil,20.6944,0.1364,0.0,4.9,0,0
non ci sarà pace senza giustizia,non c e giustizia senza giustizia,40.2778,0.3704,0.1818,15.2,0,0
asikkala è un comune della finlandia,asikkala e un comune della finlandia,29.7222,0.3704,0.2,15.2,0,0
e anche oggi è così,e stato cosi anche oggi,61.8056,0.535,0.25,20.8,0,0
il capoluogo di contea è albany la capitale dello stato,il capoluogo di contea e albany,35.0,0.0943,0.0,1.7,0,0
max è una buona idea,e stata una buona idea,66.6667,0.4991,0.4444,32.6,0,0
l' isola è collegata alla terraferma da traghetti passeggeri e veicoli a nord e da ponti a sud,l'isola e collegata alla terraferma da traghetti passeggeri e veicoli a nord e da ponti a sud,19.5507,0.484,0.3871,16.8,0,0
la commissione conviene quindi sulle proposte del presidente,la commissione conviene con la proposta del presidente,30.3175,0.5239,0.3077,16.5,0,0
bowie esplorò ulteriormente la sua personalità androgina nel giugno 1972 con il seminale concept album the rise and fall of ziggy stardust and the spiders from mars che presenta un mondo destinato a finire in cinque anni e racconta la storia della rockstar definitiva ziggy stardust,bowie esplose nel 1969 con the rise and fall of ziggy stardust e the spiders from mars,54.3186,0.5871,0.5294,42.5,0,0
sono in gran parte ma non esclusivamente animali arborei e sono agili e ben adattati all' arrampicata,sono in gran parte ma non sono agili e ben adattati all'arrampicata,29.2857,0.1163,0.0,4.1,0,0
a inconvenient truth è un film documentario del 2006 diretto da davis guggenheim sulla campagna dell' ex vicepresidente degli stati uniti al gore per educare i cittadini sul riscaldamento globale attraverso uno slide show completo che secondo la sua stima ha dato più di mille volte,a inconvenient truth e stato un film del 2006 prodotto dalla campagna elettorale americana sul gore per educare i cittadini sul riscaldamento globale,31.0229,0.4079,0.2667,12.2,0,0
il 30 gennaio 2007 è stato annunciato che il primo super casino del regno unito sarebbe stato costruito nell area di sportcity vicino allo stadio i piani per questo sono stati da allora abbandonati dopo che non ha ricevuto l autorizzazione del segretario di stato per la cultura i media e lo sport,il 30 gennaio 2007 e stato annunciato che il super casino del regno unito sarebbe stato costruito nell'area di sport e allo sport,47.7501,0.6929,0.6957,48.3,0,0
billy non è ancora in grado di parlare ma claggart prende la sua parte e manda squeak al brigantino tuttavia quando è solo claggart rivela il suo odio per billy e giura di distruggerlo,claggart sembra essere dalla parte di billy quindi non viene punito,54.0685,0.2027,0.0,4.9,0,0
la ringrazio e saluto cordialmente,la ringrazio e la saluto,100.0,0.996,1.0,100.0,0,0
però il dare una risposta scientifica a questo è un pò difficile,a questo e difficile dare una risposta,70.2273,0.7632,0.6667,41.1,0,0
e questo è una buona notizia,ed e una buona notizia,47.6389,0.75,0.5714,42.7,0,0
nel 1844 michael faraday usò il termine per riferirsi al punto centrale di un atomo,nel 1844 michael faraday uso il termine per riferirsi al punto di nascita di un atomo,23.4204,0.6209,0.3448,24.2,0,0
e le premesse ci sono tutte,ci sono tutte le premesse,100.0,0.996,1.0,100.0,0,0
salvatore bagni è un ex calciatore professionista italiano,salvatore bagni e un ex calciatore italiano,43.109,0.8413,0.7273,48.9,0,0
i franz ferdinand sono una rock band che si è formata a glasgow in scozia nel 2002,i franz ferdinand sono una rock band che si e formata a glasgow in scozia nel 2002,45.2431,0.5471,0.2308,16.5,0,0
nonostante la varietà di bries il governo atlantico francese certifica ufficialmente solo due tipi di brie da vendere con quel nome brie de meaux e brie de melun,brie e una societa di brie da vendere in tutto il mondo,31.223,0.0606,0.0,2.7,0,0
la bioluminescenza è prodotta da simbionti batterici il cefalopode ospite è in grado di rilevare la luce prodotta da questi organismi,la bioluminescenza e prodotta da un gruppo di batteri chiamato cefalopode,18.7763,0.125,0.0714,3.8,0,0
queste sono le domande cruciali,questa e la grande domanda,71.6667,0.3,0.0,14.1,0,0
così la lista delle isole inizia con la groenlandia,la lista delle isole inizia con la groenlandia e la groenlandia,47.6587,0.2259,0.2286,5.2,0,0
veritas e undina sarebbero stati i più grandi frammenti di quella collisione,veritas e undina sono i piu grandi frammenti di quella collisione,25.7275,0.6303,0.381,23.0,0,0
e il problema è questo,e il vero problema,11.7063,0.25,0.0,19.0,0,0
l' associazione della virtù con il ritiro dalla società e in particolare dalle città era un tema familiare nella letteratura religiosa,l'associazione della virtu con il ritiro dalla societa e in particolare dalla letteratura religiosa,36.0275,0.2872,0.2353,10.4,0,0
anche se il genere è esistito in una forma o nell' altra fin dai primi anni della televisione il termine reality television è più comunemente usato per descrivere programmi di questo genere prodotti dal 2000,si dice anche che il genere reality tv sia iniziato in un primo momento dal 2000 al 2000,19.3226,0.0901,0.0408,2.2,0,0
big ben è il più grande orologio a quattro facce e la terza torre dell' orologio più alta del mondo,big ben noto come il piu grande orologio a quattro facce e la terza torre dell'orologio piu alta del mondo,36.5483,0.7081,0.3571,21.3,0,0
le spese tuttavia sussistendo giusti motivi possono essere compensate tra le parti,sussistono giusti motivi per compensare tra le parti le spese del,100.0,0.9996,1.0,100.0,0,0
il termine genocidio bianco è stato utilizzato anche per le regioni del nord artsakh e nakhijevan dove gli armeni sono stati deportati con la forza e purificati dalle regioni,la parola genocidio bianco e stata utilizzata anche per le regioni del nord - est europa e nakhijevan dove gli armeni sono stati deportati con la forza e li hanno liberati dalle forze del dittatore,29.4927,0.6455,0.4667,38.0,0,0
